date,plot,rowvs_interrow,best_flux_nmol_1m_2s_1,ts_2_mean,swc_2_mean,gnha_day,gnha_day_no_negative,row_id,year,treatment
2023-03-29,04,Row,0.02677,-1.02083,0.15158,0.6479297723519999,0.6479297723519999,46,2023,Soy
2023-03-29,09,Interrow,0.06825,-1.305,0.22067,1.6518941712000004,1.6518941712000004,47,2023,Sorghum + Rye
2023-03-29,09,Row,0.01642,-1.1,0.22608,0.397422744192,0.397422744192,48,2023,Sorghum + Rye
2023-03-29,14,Interrow,0.00734,-0.80583,0.11881,0.17765425958400002,0.17765425958400002,49,2023,Corn
2023-03-29,14,Row,-0.0016,-0.5,0.26957,-0.03872572416000001,0,50,2023,Corn
2023-03-29,13,Interrow,0.15769,-0.4,0.18659,3.816662151744,3.816662151744,51,2023,Sorghum + Rye
2023-03-29,13,Row,0.14502,-0.4,0.187,3.5100028235520004,3.5100028235520004,52,2023,Sorghum + Rye
2023-03-29,08,Interrow,0.01404,-0.5,0,0.33981822950400004,0.33981822950400004,53,2023,Corn
2023-03-29,08,Row,0.01653,-0.01667,0.30427,0.400085137728,0.400085137728,54,2023,Corn
2023-03-29,03,Interrow,0.01438,0.50667,0.34407,0.348047445888,0.348047445888,55,2023,Sorghum
2023-03-29,03,Row,0.08689,0.73333,0.36025,2.1030488576639996,2.1030488576639996,56,2023,Sorghum
2023-03-29,02,Interrow,0.01252,1.15333,0.29795,0.303028791552,0.303028791552,57,2023,Sorghum
2023-03-29,02,Row,0.0028,1.5025,0.33955,0.06777001728,0.06777001728,58,2023,Sorghum
2023-03-29,07,Interrow,0.03199,1.98167,0.24493,0.774272447424,0.774272447424,59,2023,Sorghum + Rye
2023-03-29,07,Row,0.11224,2,0.2987,2.716609549824,2.716609549824,60,2023,Sorghum + Rye
2023-03-29,12,Interrow,0.04651,2.15,0.1206,1.125708394176,1.125708394176,61,2023,Sorghum + Rye
2023-03-29,12,Row,0.10164,1.925,0.13375,2.460051627264,2.460051627264,62,2023,Sorghum + Rye
2023-03-29,11,Interrow,0.06465,1.885,0.20473,1.5647612918400002,1.5647612918400002,63,2023,Corn
2023-03-29,11,Row,0.08489,2.15,0.259,2.0546417024639996,2.0546417024639996,64,2023,Corn
2023-03-29,06,Interrow,0.08463,1.90167,0.35845,2.0483487722879996,2.0483487722879996,65,2023,Soy
2023-03-29,06,Row,0.54557,2.73333,0.36767,13.204745831232,13.204745831232,66,2023,Soy
2023-03-29,01,Interrow,-0.00886,2.97083,0.35554,-0.21444369753600004,0,67,2023,Corn
2023-03-29,01,Row,0.02377,3.08583,0.36064,0.575319039552,0.575319039552,68,2023,Corn
2023-04-05,15,Interrow,0.01002,10.88034,0.35838,0.242519847552,0.242519847552,69,2023,Sorghum
2023-04-05,15,Row,1.09702,6.81333,0.36037,26.551808698752005,26.551808698752005,70,2023,Sorghum
2023-04-05,10,Interrow,-0.03532,4.06,0.4467,-0.8548703608319999,0,71,2023,Soy
2023-04-05,10,Row,-0.00511,3.185,0.44715,-0.123680281536,0,72,2023,Soy
2023-04-05,05,Interrow,0.03167,1.91667,0.31267,0.7665273025920001,0.7665273025920001,73,2023,Sorghum
2023-04-05,05,Row,0.07788,1.6,0.3139,1.884974623488,1.884974623488,74,2023,Sorghum
2023-04-05,04,Interrow,-0.00969,1.2325,0.30193,-0.23453266694400005,0,75,2023,Soy
2023-04-05,04,Row,2.99593,1.55,0.3705,72.512224239168,72.512224239168,76,2023,Soy
2023-04-05,09,Interrow,5.4e-4,0.91167,0.42159,0.013069931904,0.013069931904,77,2023,Sorghum + Rye
2023-04-05,09,Row,0.01151,1.1,0.44692,0.278583178176,0.278583178176,78,2023,Sorghum + Rye
2023-04-05,14,Interrow,-0.00968,0.94667,0.34137,-0.234290631168,0,79,2023,Corn
2023-04-05,14,Row,0.08131,1.3,0.34437,1.9679928946559997,1.9679928946559997,80,2023,Corn
2023-04-05,13,Interrow,0.05532,1.07,0.3599,1.338941912832,1.338941912832,81,2023,Sorghum + Rye
2023-04-05,13,Row,1.054,1.33,0.358,25.5105707904,25.5105707904,82,2023,Sorghum + Rye
2023-04-05,08,Interrow,0.01495,1.12417,0.41073,0.36184348512,0.36184348512,83,2023,Corn
2023-04-05,08,Row,0.10267,1.42667,0.411,2.484981312192,2.484981312192,84,2023,Corn
2023-04-05,03,Interrow,0.00632,1.25333,0.4074,0.152966610432,0.152966610432,85,2023,Sorghum
2023-04-05,03,Row,0.05484,1.70833,0.412,1.327324195584,1.327324195584,86,2023,Sorghum
2023-04-05,02,Interrow,0.0153,1.685,0.43767,0.37031473728,0.37031473728,87,2023,Sorghum
2023-04-05,02,Row,-0.01697,1.9,0.442,-0.41073471187199995,0,88,2023,Sorghum
2023-04-05,07,Interrow,0.0197,1.58167,0.41595,0.47681047872,0.47681047872,89,2023,Sorghum + Rye
2023-04-05,07,Row,0.02303,1.7525,0.415,0.557408392128,0.557408392128,90,2023,Sorghum + Rye
2023-04-05,12,Interrow,0.00422,1.57,0.3402,0.102139097472,0.102139097472,91,2023,Sorghum + Rye
2023-04-05,12,Row,0.08933,1.88,0.3441,2.1621055870080004,2.1621055870080004,92,2023,Sorghum + Rye
2023-04-05,11,Interrow,0.08836,1.82333,0.30638,2.1386281167359997,2.1386281167359997,93,2023,Corn
2023-04-05,11,Row,0.01593,2.21,0.3114,0.385562991168,0.385562991168,94,2023,Corn
2023-04-05,06,Interrow,0.02452,2.13667,0.38523,0.593471722752,0.593471722752,95,2023,Soy
2023-04-05,06,Row,-5.2e-4,2.23167,0.38895,-0.012585860352,0,96,2023,Soy
2023-04-05,01,Interrow,-0.0098,1.8625,0.38262,-0.23719506047999997,0,97,2023,Corn
2023-04-05,01,Row,0.06235,2.00667,0.426,1.5090930633600002,1.5090930633600002,98,2023,Corn
2023-04-13,15,Interrow,0.26813,21.84,0.201,6.489705261888,6.489705261888,99,2023,Sorghum
2023-04-13,15,Row,0.06049,20.95167,0.20174,1.464074409024,1.464074409024,100,2023,Sorghum
2023-04-13,10,Interrow,0.02069,20.685,0.31193,0.500772020544,0.500772020544,101,2023,Soy
2023-04-13,10,Row,0.00172,20.4,0.31005,0.04163015347199999,0.04163015347199999,102,2023,Soy
2023-04-13,05,Interrow,0.04318,20.465,0.15312,1.045110480768,1.045110480768,103,2023,Sorghum
2023-04-13,05,Row,0.12581,20.93833,0.18738,3.0450520978560003,3.0450520978560003,104,2023,Sorghum
2023-04-13,04,Interrow,0.0633,21.1,0.16,1.53208646208,1.53208646208,105,2023,Soy
2023-04-13,04,Row,0.50056,21.21667,0.161,12.115342803456,12.115342803456,106,2023,Soy
2023-04-13,09,Interrow,0.06234,21.73333,0.14117,1.508851027584,1.508851027584,107,2023,Sorghum + Rye
2023-04-13,09,Row,0.04005,21.9,0.16767,0.96935328288,0.96935328288,108,2023,Sorghum + Rye
2023-04-13,14,Interrow,0.00185,22.1,0.20972,0.04477661856,0.04477661856,109,2023,Corn
2023-04-13,14,Row,0.04664,22.52167,0.21378,1.128854859264,1.128854859264,110,2023,Corn
2023-04-13,13,Interrow,0.03758,22.39583,0.21779,0.909570446208,0.909570446208,111,2023,Sorghum + Rye
2023-04-13,13,Row,0.34607,21.9,0.21863,8.376132100032,8.376132100032,112,2023,Sorghum + Rye
2023-04-13,08,Interrow,0.03709,22.3625,0.17775,0.897710693184,0.897710693184,113,2023,Corn
2023-04-13,08,Row,0.09814,22.96667,0.2065,2.375339105664,2.375339105664,114,2023,Corn
2023-04-13,03,Interrow,0.03144,23.53667,0.254,0.7609604797440002,0.7609604797440002,115,2023,Sorghum
2023-04-13,03,Row,1.2504,23.86333,0.256,30.264153431039997,30.264153431039997,116,2023,Sorghum
2023-04-13,02,Interrow,8.4e-4,24.175,0.21625,0.020331005184,0.020331005184,117,2023,Sorghum
2023-04-13,02,Row,-0.00153,24.79167,0.21992,-0.03703147372799999,0,118,2023,Sorghum
2023-04-13,07,Interrow,0.0232,24.3,0.1972,0.56152300032,0.56152300032,119,2023,Sorghum + Rye
2023-04-13,07,Row,0.01336,24.5075,0.19786,0.323359796736,0.323359796736,120,2023,Sorghum + Rye
2023-04-13,12,Interrow,0.08136,24.81833,0.14261,1.969203073536,1.969203073536,121,2023,Sorghum + Rye
2023-04-13,12,Row,0.09677,24.71333,0.153,2.3421802043519997,2.3421802043519997,122,2023,Sorghum + Rye
2023-04-13,11,Interrow,0.02775,24.97333,0.1805,0.6716492784,0.6716492784,123,2023,Corn
2023-04-13,11,Row,0.19678,25.2575,0.2109,4.762780000128001,4.762780000128001,124,2023,Corn
2023-04-13,06,Interrow,0.13913,25.1,0.148,3.367443751488001,3.367443751488001,125,2023,Soy
2023-04-13,06,Row,0.03707,25.1825,0.148,0.897226621632,0.897226621632,126,2023,Soy
2023-04-13,01,Interrow,0.01241,25.85,0.1888,0.30036639801599996,0.30036639801599996,127,2023,Corn
2023-04-13,01,Row,0.09355,25.73583,0.21138,2.2642446844799995,2.2642446844799995,128,2023,Corn
2023-04-19,15,Interrow,0.04016,17.96667,0.26067,0.972015676416,0.972015676416,129,2023,Sorghum
2023-04-19,15,Row,0.01629,17.17,0.25997,0.394276279104,0.394276279104,130,2023,Sorghum
2023-04-19,10,Interrow,-0.0228,16.3475,0.35055,-0.55184156928,0,131,2023,Soy
2023-04-19,10,Row,0.00181,15.6625,0.35229,0.04380847545600001,0.04380847545600001,132,2023,Soy
2023-04-19,05,Interrow,0.02774,15.22667,0.25182,0.671407242624,0.671407242624,133,2023,Sorghum
2023-04-19,05,Row,0.09516,14.83667,0.25682,2.3032124444160003,2.3032124444160003,134,2023,Sorghum
2023-04-19,04,Interrow,-0.00206,14.48,0.2997,-0.04985936985600001,0,135,2023,Soy
2023-04-19,04,Row,0.04263,14.165,0.30052,1.031798513088,1.031798513088,136,2023,Soy
2023-04-19,09,Interrow,-0.02831,14.065,0.3387,-0.685203281856,0,137,2023,Sorghum + Rye
2023-04-19,09,Row,0.11213,14.07417,0.34203,2.713947156288,2.713947156288,138,2023,Sorghum + Rye
2023-04-19,14,Row,-0.06535,13.83,0.24515,-1.58170379616,0,139,2023,Corn
2023-04-19,13,Interrow,0.06287,13.8,0.23222,1.521678923712,1.521678923712,140,2023,Sorghum + Rye
2023-04-19,13,Row,0.07422,13.7,0.23531,1.7963895294719996,1.7963895294719996,141,2023,Sorghum + Rye
2023-04-19,08,Interrow,0.03311,13.5,0.3339,0.8013804543360001,0.8013804543360001,142,2023,Corn
2023-04-19,08,Row,0.05681,13.5,0.33983,1.3750052434559998,1.3750052434559998,143,2023,Corn
2023-04-19,03,Interrow,0.00151,13.63167,0.28348,0.036547402176,0.036547402176,144,2023,Sorghum
2023-04-19,03,Row,0.05239,13.7,0.28607,1.268025430464,1.268025430464,145,2023,Sorghum
2023-04-19,02,Interrow,0.02127,13.78417,0.29427,0.514810095552,0.514810095552,146,2023,Sorghum
2023-04-19,02,Row,-0.00115,14.05917,0.35137,-0.02783411424,0,147,2023,Sorghum
2023-04-19,07,Interrow,0.04773,14.11333,0.3207,1.155236758848,1.155236758848,148,2023,Sorghum + Rye
2023-04-19,07,Row,0.00347,14.3,0.32352,0.083986414272,0.083986414272,149,2023,Sorghum + Rye
2023-04-19,12,Interrow,0.12851,14.525,0.2215,3.110401757376001,3.110401757376001,150,2023,Sorghum + Rye
2023-04-19,12,Row,0.03702,14.6,0.22508,0.8960164427519999,0.8960164427519999,151,2023,Sorghum + Rye
2023-04-19,11,Interrow,-0.00461,14.6625,0.28237,-0.11157849273600004,0,152,2023,Corn
2023-04-19,11,Row,0.06974,14.7,0.2838,1.6879575018239998,1.6879575018239998,153,2023,Corn
2023-04-19,06,Interrow,0.05159,14.97521,0.26478,1.248662568384,1.248662568384,154,2023,Soy
2023-04-19,06,Row,0.09645,15.17167,0.267,2.33443505952,2.33443505952,155,2023,Soy
2023-04-19,01,Interrow,0.01315,15.155,0.3018,0.31827704543999996,0.31827704543999996,156,2023,Corn
2023-04-19,01,Row,0.0116,15,0.31541,0.28076150016,0.28076150016,157,2023,Corn
2023-04-26,15,Interrow,0.07488,15.31,0.1838,1.812363890688,1.812363890688,158,2023,Sorghum
2023-04-26,15,Row,0.03865,13.15833,0.22957,0.93546827424,0.93546827424,159,2023,Sorghum
2023-04-26,10,Interrow,0.01702,12.60833,0.27867,0.411944890752,0.411944890752,160,2023,Soy
2023-04-26,10,Row,0.03467,12.4,0.30471,0.8391380353920002,0.8391380353920002,161,2023,Soy
2023-04-26,05,Interrow,0.02848,12.37667,0.20797,0.6893178900479999,0.6893178900479999,162,2023,Sorghum
2023-04-26,05,Row,0.18187,12.33583,0.21108,4.4019046581120005,4.4019046581120005,163,2023,Sorghum
2023-04-26,04,Interrow,0.0146,12.21833,0.228,0.35337223296000003,0.35337223296000003,164,2023,Soy
2023-04-26,04,Row,0.14874,12.00583,0.22844,3.6000401322240005,3.6000401322240005,165,2023,Soy
2023-04-26,09,Interrow,0.15511,12.1843,0.21359,3.754216921536,3.754216921536,166,2023,Sorghum + Rye
2023-04-26,09,Row,0.0566,12.665,0.21808,1.36992249216,1.36992249216,167,2023,Sorghum + Rye
2023-04-26,14,Interrow,0.05226,12.8025,0.18035,1.2648789653760002,1.2648789653760002,168,2023,Corn
2023-04-26,14,Row,0.03523,13.33167,0.18205,0.8526920388479999,0.8526920388479999,169,2023,Corn
2023-04-26,13,Interrow,0.21077,13.1475,0.18085,5.101388050752,5.101388050752,170,2023,Sorghum + Rye
2023-04-26,13,Row,0.23043,12.74333,0.18343,5.577230386368,5.577230386368,171,2023,Sorghum + Rye
2023-04-26,08,Interrow,0.02603,13.095,0.19985,0.6300191249279999,0.6300191249279999,172,2023,Corn
2023-04-26,08,Row,0.04567,13.68,0.2007,1.105377388992,1.105377388992,173,2023,Corn
2023-04-26,03,Interrow,0.09594,16.7,0.26383,2.322091234944,2.322091234944,174,2023,Sorghum
2023-04-26,03,Row,0.24912,16.7,0.266,6.029595251712001,6.029595251712001,175,2023,Sorghum
2023-04-26,02,Interrow,0.02567,17.125,0.32425,0.6213058369919999,0.6213058369919999,176,2023,Sorghum
2023-04-26,02,Row,1e-5,17.405,0.32752,2.4203577600000008e-4,2.4203577600000008e-4,177,2023,Sorghum
2023-04-26,07,Interrow,0.02659,16.5075,0.22957,0.6435731283839999,0.6435731283839999,178,2023,Sorghum + Rye
2023-04-26,07,Row,0.02481,16.32833,0.23692,0.600490760256,0.600490760256,179,2023,Sorghum + Rye
2023-04-26,12,Interrow,0.26548,16.7,0.202,6.425565781248,6.425565781248,180,2023,Sorghum + Rye
2023-04-26,12,Row,0.05206,16.7175,0.2035,1.260038249856,1.260038249856,181,2023,Sorghum + Rye
2023-04-26,11,Interrow,-0.00202,17.57667,0.21706,-0.04889122675200001,0,182,2023,Corn
2023-04-26,11,Row,0.08853,17.9075,0.2183,2.142742724928,2.142742724928,183,2023,Corn
2023-04-26,06,Interrow,0.10782,17.95167,0.24305,2.609629736832,2.609629736832,184,2023,Soy
2023-04-26,06,Row,0.06615,18.16,0.24655,1.60106665824,1.60106665824,185,2023,Soy
2023-04-26,01,Interrow,0.03495,18,0.21688,0.8459150371199999,0.8459150371199999,186,2023,Corn
2023-04-26,01,Row,0.00286,18.55667,0.24142,0.069222231936,0.069222231936,187,2023,Corn
2023-04-28,14,Interrow,0.03821,26.37667,0.21708,0.924818700096,0.924818700096,188,2023,Corn
2023-04-28,14,Row,0.08288,24.87583,0.21822,2.0059925114879995,2.0059925114879995,189,2023,Corn
2023-04-28,11,Interrow,0.15669,24.2,0.1901,3.7924585741440007,3.7924585741440007,190,2023,Corn
2023-04-28,11,Row,0.04909,23.7,0.19263,1.188153624384,1.188153624384,191,2023,Corn
2023-04-28,01,Interrow,0.26015,23.68833,0.22088,6.29656071264,6.29656071264,192,2023,Corn
2023-04-28,01,Row,0.06078,23.64,0.2237,1.471093446528,1.471093446528,193,2023,Corn
2023-04-28,08,Row,0.26561,24.6375,0.24829,6.4287122463360005,6.4287122463360005,194,2023,Corn
2023-05-01,14,Interrow,-0.40575,15.6725,0.23997,-9.8206016112,0,195,2023,Corn
2023-05-01,14,Row,0.1803,14.085,0.23822,4.36390504128,4.36390504128,196,2023,Corn
2023-05-01,11,Interrow,0.01601,12.94167,0.17671,0.387499277376,0.387499277376,197,2023,Corn
2023-05-01,11,Row,0.05065,12.90167,0.17652,1.22591120544,1.22591120544,198,2023,Corn
2023-05-01,01,Interrow,0.04223,12.67333,0.16415,1.022117082048,1.022117082048,199,2023,Corn
2023-05-01,01,Row,0.03157,12.96167,0.16723,0.764106944832,0.764106944832,200,2023,Corn
2023-05-01,08,Interrow,0.04196,13.1,0.2089,1.015582116096,1.015582116096,201,2023,Corn
2023-05-01,08,Row,0.05342,13.1,0.21,1.2929551153920005,1.2929551153920005,202,2023,Corn
2023-05-03,15,Interrow,0.05888,20.35833,0.18852,1.4251066490880002,1.4251066490880002,203,2023,Sorghum
2023-05-03,15,Row,0.02359,18.83167,0.19115,0.5709623955840001,0.5709623955840001,204,2023,Sorghum
2023-05-03,14,Interrow,0.07818,17.93,0.1417,1.892235696768,1.892235696768,205,2023,Corn
2023-05-03,14,Row,0.06256,17.3475,0.141,1.514175814656,1.514175814656,206,2023,Corn
2023-05-03,13,Interrow,0.01122,16.495,0.16852,0.271564140672,0.271564140672,207,2023,Sorghum + Rye
2023-05-03,13,Row,0.06885,15.7125,0.16725,1.6664163177600002,1.6664163177600002,208,2023,Sorghum + Rye
2023-05-03,12,Interrow,0.08935,15.4,0.14225,2.16258965856,2.16258965856,209,2023,Sorghum + Rye
2023-05-03,12,Row,0.02129,15.4,0.14596,0.5152941671039999,0.5152941671039999,210,2023,Sorghum + Rye
2023-05-03,11,Interrow,0.06579,15.4,0.17598,1.592353370304,1.592353370304,211,2023,Corn
2023-05-03,11,Row,0.04116,15.4,0.1782,0.996219254016,0.996219254016,212,2023,Corn
2023-05-03,06,Interrow,0.04443,15.66333,0.20122,1.0753649527679998,1.0753649527679998,213,2023,Soy
2023-05-03,06,Row,0.0495,15.99667,0.199,1.1980770912,1.1980770912,214,2023,Soy
2023-05-03,07,Interrow,0.14918,16.2475,0.15284,3.610689706368,3.610689706368,215,2023,Sorghum + Rye
2023-05-03,07,Row,0.00992,16.7825,0.157,0.240099489792,0.240099489792,216,2023,Sorghum + Rye
2023-05-03,08,Interrow,0.03623,17.225,0.19417,0.876895616448,0.876895616448,217,2023,Corn
2023-05-03,08,Row,0.08167,17.2575,0.20688,1.976706182592,1.976706182592,218,2023,Corn
2023-05-03,09,Interrow,0.03434,17.965,0.138,0.8311508547840001,0.8311508547840001,219,2023,Sorghum + Rye
2023-05-03,09,Row,0.23151,18.80833,0.136,5.603370250175999,5.603370250175999,220,2023,Sorghum + Rye
2023-05-03,10,Interrow,-0.00123,18.925,0.24975,-0.029770400448,0,221,2023,Soy
2023-05-03,10,Row,0.03804,18.99167,0.28696,0.920704091904,0.920704091904,222,2023,Soy
2023-05-03,05,Interrow,0.03843,19.195,0.1967,0.930143487168,0.930143487168,223,2023,Sorghum
2023-05-03,05,Row,0.06948,19.3,0.20042,1.6816645716480003,1.6816645716480003,224,2023,Sorghum
2023-05-03,04,Interrow,0.01516,19.08667,0.22993,0.366926236416,0.366926236416,225,2023,Soy
2023-05-03,04,Row,0.02389,18.8775,0.229,0.5782234688640001,0.5782234688640001,226,2023,Soy
2023-05-03,03,Interrow,0.12039,19.05833,0.147,2.9138687072639997,2.9138687072639997,227,2023,Sorghum
2023-05-03,03,Row,0.19062,19.88,0.164,4.613685962112001,4.613685962112001,228,2023,Sorghum
2023-05-03,02,Interrow,0.02894,20.675,0.19412,0.7004515357440001,0.7004515357440001,229,2023,Sorghum
2023-05-03,02,Row,0.03124,21.1,0.24549,0.756119764224,0.756119764224,230,2023,Sorghum
2023-05-03,01,Interrow,0.03449,20.94667,0.20493,0.834781391424,0.834781391424,231,2023,Corn
2023-05-03,01,Row,0.10788,20.40333,0.23402,2.6110819514880004,2.6110819514880004,232,2023,Corn
2023-05-05,14,Interrow,0.07232,23.9,0.2387,1.7504027320319997,1.7504027320319997,233,2023,Corn
2023-05-05,14,Row,0.13179,23.72333,0.241,3.189789491904,3.189789491904,234,2023,Corn
2023-05-05,11,Interrow,0.13481,23.81667,0.21267,3.262884296256,3.262884296256,235,2023,Corn
2023-05-05,11,Row,0.09329,24.63,0.2155,2.257951754304,2.257951754304,236,2023,Corn
2023-05-05,08,Interrow,0.05055,24.5225,0.26696,1.22349084768,1.22349084768,237,2023,Corn
2023-05-05,08,Row,0.11318,25.4,0.29297,2.739360912768,2.739360912768,238,2023,Corn
2023-05-05,01,Interrow,0.04265999999999999,25.5375,0.20072,1.032524620416,1.032524620416,239,2023,Corn
2023-05-05,01,Row,0.05497,26.2,0.20252,1.330470660672,1.330470660672,240,2023,Corn
2023-05-08,01,Interrow,0.67138,20.52667,0.435,16.249797929088,16.249797929088,241,2023,Corn
2023-05-08,01,Row,0.44448,20.39667,0.437,10.758006171648,10.758006171648,242,2023,Corn
2023-05-08,08,Interrow,0.69262,20.33333,0.38617,16.763881917312002,16.763881917312002,243,2023,Corn
2023-05-08,08,Row,0.49185,20.5,0.46912,11.90452964256,11.90452964256,244,2023,Corn
2023-05-08,11,Interrow,0.19508,20.30167,0.393,4.721633918208,4.721633918208,245,2023,Corn
2023-05-08,11,Row,0.13536,20.4,0.392,3.2761962639360003,3.2761962639360003,246,2023,Corn
2023-05-08,14,Interrow,0.28841,20.4,0.3985,6.980553815616001,6.980553815616001,247,2023,Corn
2023-05-08,14,Row,0.25039,20.7,0.398,6.060333795264,6.060333795264,248,2023,Corn
2023-05-10,15,Row,0.12668,19.1,0.34943,3.0661092103680003,3.0661092103680003,250,2023,Sorghum
2023-05-10,15,Interrow,4.55291,19.3,0.352,110.196710490816,110.196710490816,251,2023,Sorghum
2023-05-10,10,Interrow,1.25957,19.77667,0.47127,30.486100237632,30.486100237632,252,2023,Soy
2023-05-10,10,Row,0.96535,19.99667,0.4715,23.36492363616,23.36492363616,253,2023,Soy
2023-05-10,05,Interrow,0.05074,20.51333,0.3257,1.228089527424,1.228089527424,254,2023,Sorghum
2023-05-10,05,Row,0.07894,20.9,0.32897,1.910630415744,1.910630415744,255,2023,Sorghum
2023-05-10,04,Interrow,0.05092,20.71833,0.34218,1.232446171392,1.232446171392,256,2023,Soy
2023-05-10,04,Row,0.05089,20.9,0.346,1.231720064064,1.231720064064,257,2023,Soy
2023-05-10,09,Row,0.17256,20.98333,0.448,4.176569350656,4.176569350656,259,2023,Sorghum + Rye
2023-05-10,09,Interrow,0.15912,20.52333,0.44734,3.851273267712001,3.851273267712001,260,2023,Sorghum + Rye
2023-05-10,14,Interrow,0.20078,20.42833,0.28628,4.859594310527999,4.859594310527999,261,2023,Corn
2023-05-10,14,Row,2.91511,20.5,0.32075,70.556091097536,70.556091097536,262,2023,Corn
