date,plot,flow_gallons,nitrate_mg_ml,ammonia_mg_l,sample_y_n,flow_l,year(date),approx_nitrate_mg_l,approx_ammonia_mg_l,growing_season,treatment,nitrate_loss_mg,ammonia_loss_mg,total_n_loss_mg,cumulative_n_loss_mg
2023-01-03,4,184,NA,NA,NA,696.51544,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,7,7,NA,NA,NA,26.49787,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,9,48,NA,NA,NA,181.69968,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,14,2612,NA,NA,NA,9887.49092,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-03,15,4,NA,NA,NA,15.14164,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,2,30,NA,NA,NA,113.5623,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,4,243,NA,NA,NA,919.85463,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,7,2,NA,NA,NA,7.57082,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,9,2,NA,NA,NA,7.57082,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,14,715,NA,NA,NA,2706.56815,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-04,15,2,NA,NA,NA,7.57082,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,2,3,NA,NA,NA,11.35623,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-05,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,2,2,NA,NA,NA,7.57082,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-06,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-07,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-08,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-09,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,9,1,NA,NA,NA,3.78541,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-10,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,8,9,NA,NA,NA,34.068690000000004,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-11,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-12,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-13,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-14,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,2,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-15,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,2,76,NA,NA,NA,287.69116,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,11,215,NA,NA,NA,813.86315,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,14,115,NA,NA,NA,435.32215,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-16,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,2,18,NA,NA,NA,68.13738000000001,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,4,21,NA,NA,NA,79.49361,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,11,135,NA,NA,NA,511.03035,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,14,34,NA,NA,NA,128.70394000000002,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-17,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,2,4,NA,NA,NA,15.14164,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-18,15,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,1,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,2,2,NA,NA,NA,7.57082,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,3,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,4,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,5,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,6,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,7,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,8,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,9,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,10,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,11,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,12,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,13,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
2023-01-19,14,0,NA,NA,NA,0,2023,NA,NA,2022,Soy,NA,NA,0,0
